2001,345,2,4
2001,345,88,2
2001,377,45,1
2001,377,92,2
2001,377,164,3
2001,666,7,1
2001,666,62,3
2001,666,92,3
2001,666,159,2
2001,666,508,1
2001,666,724,1
2001,794,3,1
2001,794,8,4
2001,794,61,1
2001,794,102,2
2001,794,122,1
2001,794,264,1
2001,794,286,1
2001,794,294,5
2001,794,313,1
2001,794,518,1
2001,794,560,2
2001,1175,6,1
2001,1175,162,1
2001,1175,298,1
2001,1175,692,1
2001,1933,16,1
2001,1933,94,4
2001,1933,145,2
2001,1933,191,4
2001,1933,229,1
2001,1933,308,2
2001,1933,351,1
2001,1933,395,1
2001,1933,662,3
2001,2350,531,4
2001,2993,7,2
2001,2993,11,1
2001,2993,16,1
2001,2993,45,1
2001,2993,313,1
2001,2993,341,1
2001,2993,560,3
2001,3241,45,4
2001,3241,149,1
2001,3241,670,1
2001,3281,6,1
2001,3281,41,1
2001,3281,111,1
2001,3281,298,1
2001,3517,16,1
2001,3517,22,3
2001,3517,88,1
2001,3517,95,6
2001,3517,324,1
2001,3517,350,1
2001,3517,485,1
2001,4097,6,3
2001,4097,111,2
2001,4097,139,1
2001,4097,298,1
2001,4097,608,2
2001,4287,11,2
2001,4287,16,5
2001,4287,94,1
2001,4287,153,2
2001,4287,187,1
2001,4287,228,3
2001,4287,351,1
2001,4287,359,1
2001,4287,632,1
2001,4287,698,1
2001,4322,6,2
2001,5825,70,1
2001,5825,153,1
2001,5825,228,1
2001,5825,662,1
2001,6038,41,3
2001,6038,111,4
2001,6038,298,1
2001,6038,309,1
2001,6038,435,1
2001,6038,524,1
2001,6518,3,1
2001,6518,45,2
2001,6518,94,1
2001,6518,241,1
2001,6518,560,1
2001,6907,50,1
2001,6907,274,1
2001,6907,312,1
2001,6907,474,1
2001,7001,70,1
2001,7001,308,1
2001,7001,505,1
2001,7001,525,1
2001,7208,21,1
2001,7208,41,1
2001,7208,102,2
2001,7208,228,1
2001,7208,241,1
2001,7208,313,1
2001,7208,398,3
2001,7208,434,1
2001,7208,448,2
2001,7208,532,1
2001,7208,552,1
2001,7208,570,1
2001,7620,2,6
2001,7620,28,1
2001,7620,114,3
2001,7620,257,1
2001,7714,11,6
2001,7714,48,2
2001,7714,94,2
2001,7795,41,1
2001,7795,62,2
2001,7795,324,2
2001,7795,327,1
2001,7795,670,1
2001,7930,109,1
2001,8149,62,6
2001,8149,92,5
2001,8149,159,4
2001,8149,164,1
2001,8149,324,3
2001,8149,488,1
2001,8149,489,1
2001,8149,605,1
2001,8149,670,7
2001,8706,11,2
2001,8706,16,1
2001,8706,18,1
2001,8706,70,1
2001,8706,84,1
2001,8706,95,2
2001,8706,114,3
2001,8706,235,1
2001,8706,308,1
2001,8706,350,1
2001,8706,453,2
2001,8706,656,2
2001,8706,729,1
2001,8834,16,6
2001,8834,94,1
2001,8834,95,1
2001,8834,282,1
2001,8834,400,3
2001,8834,419,2
2001,9331,45,1
2001,9331,62,1
2001,9331,545,1
2001,9331,692,1
2001,9337,4,2
2001,9337,29,1
2001,9337,68,1
2001,9337,110,1
2001,9337,150,1
2001,9337,193,2
2001,9337,367,1
2001,9337,458,2
2001,9337,567,1
2001,9621,162,1
2001,9621,266,1
2001,9621,386,1
2001,9804,33,3
2001,9804,70,1
2001,9804,112,1
2001,9804,178,1
2001,9804,287,3
2001,9804,497,1
2001,9804,670,1
2001,10334,9,2
2001,10334,97,1
2001,10334,153,1
2001,10334,187,2
2001,10334,228,2
2001,10334,581,1
2001,11004,3,1
2001,11004,61,1
2001,11004,424,3
2001,11075,142,1
2001,11075,419,1
2001,11075,552,1
2001,11075,570,1
2001,11569,45,4
2001,11569,78,1
2001,11597,137,8
2001,11934,39,1
2001,11934,51,1
2001,11934,329,1
2001,12087,310,1
2001,12087,593,1
2001,12087,670,1
2001,12087,686,2
2001,12115,92,2
2001,12115,159,1
2001,12145,70,1
2001,12145,120,1
2001,12145,219,2
2001,12145,272,1
2001,12145,395,6
2001,12145,670,1
2001,12151,729,1
2001,12534,92,3
2001,12534,159,1
2001,12534,177,2
2001,12534,320,1
2001,12534,459,1
2001,12534,508,1
2001,12534,670,1
2001,12878,22,1
2001,12878,95,1
2001,12878,350,1
2001,13377,3,3
2001,13377,61,1
2001,13377,398,1
2001,13449,8,2
2001,13449,21,1
2001,13449,294,2
2001,13449,560,3
2001,13449,579,1
2001,13928,16,10
2001,13928,94,6
2001,13928,688,1
2001,14049,84,1
2001,14049,159,1
2001,14070,45,3
2001,14070,149,2
2001,14241,21,1
2001,14241,76,3
2001,14241,453,2
2001,14446,84,2
2001,14446,147,1
2001,14446,149,1
2001,14446,449,1
2001,14497,114,1
2001,14497,177,5
2001,14497,201,1
2001,14497,540,5
2001,14653,2,1
2001,14653,114,1
2001,14653,177,1
2001,14653,320,1
2001,14653,497,1
2001,14653,540,1
2001,14745,40,5
2001,14745,152,1
2001,14745,160,7
2001,14745,504,1
2001,14821,73,1
2001,14821,345,1
2001,14821,381,1
2001,14821,424,1
2001,14893,286,1
2001,14893,424,1
2001,14893,504,1
2001,14893,518,1
2001,14893,560,1
2001,14893,579,1
2001,14893,672,1
2001,14972,21,1
2001,14972,28,1
2001,14972,73,1
2001,14972,142,2
2001,14972,187,1
2001,14972,203,1
2001,14972,352,2
2001,14972,432,3
2001,14972,434,1
2001,14974,73,1
2001,14974,142,1
2001,14974,228,2
2001,14974,629,1
2001,15128,6,1
2001,15128,41,2
2001,15128,99,1
2001,15128,242,1
2001,15128,524,1
2001,15171,194,1
2001,15171,374,1
2001,15171,478,1
2001,15171,543,3
2001,15793,2,1
2001,15793,75,1
2001,15793,88,1
2001,15793,94,1
2001,15856,2,1
2001,15856,62,2
2001,15856,159,1
2001,15856,531,1
2001,15915,12,3
2001,15915,16,2
2001,15915,73,2
2001,16097,3,1
2001,16097,85,1
2001,16097,241,2
2001,16097,264,1
2001,16097,313,1
2001,16097,432,1
2001,16097,560,2
2001,17078,11,2
2001,17078,94,5
2001,17078,595,1
2001,17264,17,2
2001,17264,176,1
2001,17264,177,2
2001,17264,271,1
2001,17264,276,1
2001,17264,369,1
2001,17264,540,1
2001,17369,128,2
2001,17369,190,1
2001,17369,209,2
2001,17369,242,2
2001,17369,597,1
2001,17415,114,1
2001,17415,137,1
2001,17415,177,1
2001,17415,320,1
2001,17415,531,1
2001,18071,85,3
2001,18071,153,2
2001,18071,310,3
2001,18310,41,2
2001,18321,12,1
2001,18321,671,1
2001,19310,73,3
2001,19310,142,1
2001,19310,153,1
2001,19310,228,5
2001,19453,114,3
2001,19453,177,2
2001,19453,411,1
2001,19453,502,2
2001,19541,114,4
2001,19541,128,2
2001,19541,242,2
2001,19541,533,1
2001,20125,11,23
2001,20125,16,7
2001,20125,45,1
2001,20125,94,5
2001,20125,241,1
2001,20125,282,1
2001,20231,6,1
2001,20231,22,1
2001,20231,162,2
2001,20231,298,1
2001,20231,356,2
2001,20231,667,3
2001,20243,70,1
2001,20243,228,1
2001,20300,15,1
2001,20300,16,1
2001,20300,153,1
2001,20300,162,1
2001,20300,194,1
2001,20300,291,1
2001,20300,686,3
2001,20300,687,1
2001,20300,692,1
2001,20375,28,1
2001,20375,70,1
2001,20375,73,2
2001,20375,85,1
2001,20375,87,1
2001,20375,721,1
2001,20445,665,1
2001,20514,109,1
2001,20514,114,1
2001,20514,531,7
2001,20580,40,1
2001,20580,114,2
2001,20580,177,2
2001,20941,35,2
2001,20941,114,8
2001,20941,177,2
2001,20941,502,1
2001,21051,3,1
2001,21051,7,1
2001,21051,122,2
2001,21051,398,5
2001,21374,8,2
2001,21374,286,1
2001,21391,122,1
2001,21498,76,2
2001,21498,175,1
2001,21498,257,1
2001,21516,40,1
2001,21516,73,2
2001,21516,76,1
2001,21516,95,1
2001,21516,453,1
2001,21620,6,1
2001,21620,41,1
2001,21620,139,1
2001,21620,298,1
2001,21620,432,1
2001,21620,607,1
2001,21620,631,1
2001,21630,6,1
2001,21630,33,1
2001,21630,41,1
2001,21630,45,1
2001,21630,162,1
2001,21630,298,2
2001,21630,538,1
2001,21630,608,1
2001,21886,16,1
2001,21886,95,3
2001,21886,308,1
2001,21886,400,1
2001,21886,419,1
2001,21886,533,1
2001,21886,547,1
2001,22109,62,3
2001,22109,84,1
2001,22109,167,1
2001,22109,191,1
2001,22329,109,1
2001,22329,531,1
2001,22883,18,1
2001,23022,61,1
2001,23022,424,1
2001,23022,672,2
2001,23336,35,1
2001,23336,61,1
2001,23336,120,1
2001,23336,286,1
2001,23336,424,1
2001,23357,12,1
2001,23357,70,1
2001,23357,247,1
2001,23357,359,1
2001,23852,15,1
2001,23852,17,1
2001,23852,27,1
2001,23852,113,1
2001,23852,653,1
2001,23852,692,1
2001,23889,16,1
2001,23889,48,4
2001,23962,35,1
2001,23962,62,3
2001,23962,84,2
2001,23962,167,1
2001,23962,670,1
2001,24240,57,2
2001,24240,159,1
2001,24240,270,1
2001,24240,502,1
2001,24386,40,2
2001,24386,356,1
2001,24512,16,2
2001,24512,94,2
2001,24512,351,1
2001,24932,6,2
2001,24932,41,1
2001,24932,111,4
2001,24932,139,1
2001,24932,298,1
2001,24932,356,2
2001,24932,608,1
2001,24932,667,2
2001,25037,76,1
2001,25037,453,1
2001,25037,631,1
2001,25100,26,1
2001,25100,153,3
2001,25100,304,6
2001,25100,310,1
2001,25100,432,1
2001,25100,517,2
2001,25100,698,1
2001,25104,141,1
2001,25104,278,1
2001,25248,85,1
2001,25248,698,1
2001,25321,92,1
2001,25321,109,3
2001,25321,531,2
2001,25473,114,5
2001,25473,177,4
2001,25473,320,2
2001,25493,2,2
2001,25658,137,3
2001,25658,531,3
2001,25778,241,1
2001,26121,7,1
2001,26121,94,1
2001,26307,26,2
2001,26307,33,1
2001,26307,538,2
2001,26416,21,2
2001,26416,62,1
2001,26416,228,1
2001,26416,241,1
2001,26416,560,1
2001,26593,73,1
2001,26593,228,1
2001,26593,656,2
2001,26628,94,1
2001,26628,111,1
2001,26871,17,1
2001,26871,19,1
2001,26871,29,1
2001,26871,41,2
2001,26871,99,1
2001,26871,141,2
2001,26965,13,1
2001,26965,16,1
2001,26965,308,2
2001,26965,350,1
2001,27125,40,1
2001,27370,6,1
2001,27370,41,2
2001,27370,111,1
2001,27370,162,1
2001,27370,194,1
2001,27370,291,1
2001,27370,686,1
2001,27370,687,1
2001,27777,62,1
2001,27777,84,1
2001,27777,310,1
2001,28329,7,5
2001,28329,35,1
2001,28329,38,4
2001,28329,61,1
2001,28656,2,1
2001,28656,63,1
2001,28656,193,1
2001,28656,458,1
2001,29404,50,2
2001,29404,312,1
2001,29404,354,1
2001,29404,474,1
2001,29469,61,1
2001,29469,73,1
2001,29469,228,1
2001,29469,313,2
2001,29469,341,1
2001,29469,424,1
2001,29469,434,2
2001,29469,524,1
2001,29469,560,1
2001,29536,41,1
2001,29536,356,2
2001,29536,692,1
2001,29597,73,1
2001,29597,175,1
2001,29597,273,1
