2001,345,33079,1
2001,377,151341,1
2001,666,37433,1
2001,666,77119,1
2001,794,21374,1
2001,794,21391,1
2001,794,72957,17
2001,794,97266,1
2001,794,298106,3
2001,1175,58650,4
2001,1933,63502,3
2001,1933,69804,3
2001,2350,31503,2
2001,2993,16097,3
2001,2993,46513,2
2001,2993,54060,1
2001,2993,69062,1
2001,2993,72544,2
2001,2993,76496,2
2001,2993,213413,1
2001,2993,215936,1
2001,3241,57244,1
2001,3241,278344,1
2001,3281,31343,1
2001,3517,12878,3
2001,3517,133442,3
2001,3517,140243,1
2001,3517,163556,3
2001,4097,72808,1
2001,4097,301243,1
2001,4097,315182,1
2001,4287,59918,1
2001,4287,63947,2
2001,4287,117930,1
2001,4322,82834,2
2001,5825,39169,1
2001,5825,56345,1
2001,6038,21630,1
2001,6038,24932,3
2001,6038,72808,1
2001,6038,251566,2
2001,6038,281291,3
2001,6518,70130,1
2001,6907,29404,3
2001,6907,317665,1
2001,7001,114629,2
2001,7208,43261,1
2001,7208,68925,1
2001,7208,73820,2
2001,7208,147092,5
2001,7208,173044,13
2001,7208,179083,2
2001,7208,189888,14
2001,7620,36479,1
2001,7620,86464,1
2001,7714,160884,1
2001,7795,76932,1
2001,7930,107617,1
2001,8149,34310,1
2001,8149,39613,1
2001,8149,117861,1
2001,8149,249223,7
2001,8149,287077,1
2001,8706,196144,2
2001,8834,268803,1
2001,8834,296407,2
2001,9331,174218,4
2001,9337,31622,1
2001,9337,121877,1
2001,9337,127353,1
2001,9337,163347,1
2001,9621,183919,1
2001,9804,160283,3
2001,9804,259305,3
2001,10334,117907,7
2001,11004,31815,2
2001,11004,64336,5
2001,11004,77210,4
2001,11004,266428,3
2001,11004,266429,2
2001,11075,47367,1
2001,11075,73812,1
2001,11075,221847,1
2001,11569,150143,1
2001,11597,36535,2
2001,11934,209020,1
2001,11934,270885,1
2001,12087,59626,3
2001,12115,68703,1
2001,12145,42484,1
2001,12145,152855,2
2001,12145,180061,3
2001,12151,54084,1
2001,12534,34310,1
2001,12878,133442,1
